,video,letter,handedness,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
0,vid5,A,Right,0.0,0.2985853141502869,0.5899266881441676,0.8193611014885561,1.0,0.46665065495806296,0.5407989888555875,0.4677265565364468,0.402321568216491,0.31164204354612296,0.38766809708636,0.3377312466049025,0.28054713412248244,0.16679420251631605,0.24125159331020618,0.22344989100902657,0.18817058561800504,0.02825692599889276,0.08442336319713374,0.09305420479397325,0.08409450058605486,0.9807796806193136,1.0,0.7714700956412133,0.5220321473339253,0.3672030368578956,0.2956761605678623,0.03921718737683866,0.38862848923713733,0.6170225455448466,0.20390286742276542,0.0,0.43549048645111876,0.6842406495036576,0.1618154321990922,0.0105152320717194,0.40929640126479944,0.6498442368687775,0.15195206150725418,0.08273582279973242,0.35842645057467737,0.5527392128974384
1,vid5,A,Right,0.0,0.3062815326143722,0.5969502370745514,0.8208867143853043,1.0,0.46375657892622113,0.53352502919357,0.46062681043265785,0.39664177349437046,0.30599604209909265,0.38217779538477553,0.3359119319488224,0.2816880859992945,0.15836385858012159,0.23114006163367617,0.212906716564531,0.17665440671207094,0.015462604514489333,0.07662114103185536,0.08094207146853578,0.06535135046132105,0.9993151115179764,1.0,0.7638359740807295,0.5093309965458025,0.34356988724918963,0.2925524815810066,0.046767825762699715,0.38244722695857486,0.6007503844232416,0.21640996979078014,0.0,0.421713644575939,0.6616993691056481,0.1876416954400452,0.005443958599744106,0.3966842418749101,0.6288229819063113,0.1847648506043497,0.06423248205430351,0.3307186578691442,0.5185206130378337
2,vid5,A,Right,0.0,0.2945530145095287,0.5847424113853829,0.8154531859873216,1.0,0.4578929004376429,0.5457455610495324,0.4709896361630023,0.40714308218423256,0.3093013858496112,0.3994110900651255,0.34328835761610704,0.28620750917687915,0.16327622069585446,0.24098375464596053,0.2128464673051579,0.17219026831823256,0.017924050646149815,0.07861741078075929,0.08982314530563038,0.0807166639627463,1.0,0.971949029019622,0.7150155600317328,0.4786274777954164,0.31889073179154015,0.28592971377456466,0.03996132075172394,0.3525731034285837,0.5675601933695246,0.22770712575481225,0.006300656515284264,0.4006636787264635,0.6403367585941686,0.20653305928574972,0.0,0.36937129189590934,0.6017613718810013,0.20340101533861624,0.05025246541802359,0.2987040180899458,0.4918791779440787
3,vid5,A,Right,0.0,0.2997489523923592,0.5896579102059599,0.8189892851683342,1.0,0.4561752195681603,0.5340470670925913,0.46425602128152477,0.3988334875130212,0.29750670169461074,0.3809877691118462,0.3290916111015679,0.2699369150299193,0.1483172245765049,0.23153019269046446,0.21304230932280183,0.17752908007520396,0.004412638426831363,0.06852676186408758,0.08134522434326545,0.07452284407154147,1.0,0.9970144626007155,0.7559146194843753,0.5038358131411634,0.35372798221474666,0.31034443442496157,0.042547992122292676,0.38753633433390133,0.6144256048291373,0.22748692253275812,0.0,0.43659655543452386,0.6859974994592712,0.18749647951978182,0.016461127346681915,0.41885112286939685,0.6626996208006734,0.1741114222842186,0.08437087167855986,0.36190009102621723,0.5578703983388268
4,vid5,A,Right,0.0,0.30242224879231977,0.5890786893493375,0.819701577696819,1.0,0.47291806246264784,0.5567867849724419,0.48337224565598785,0.41852675522026095,0.32490904316734376,0.4121264574162449,0.3592714397148901,0.3016934524805948,0.1812272639987193,0.26264798002906975,0.2360570804713503,0.19212136745098055,0.03872132068179367,0.10641856421161787,0.10909483664841693,0.08976310239540077,0.986491747586636,1.0,0.7630855728461522,0.5150264344092896,0.33959923562657934,0.2998779897569022,0.047880016286326516,0.3772409563380325,0.5958402979560797,0.2279015507340681,0.0,0.4142779425581127,0.6552929360631339,0.19771473476921472,0.005242632992708542,0.3899872021305314,0.61729019263349,0.19157494745876022,0.06503982912391706,0.3271085356061014,0.5131295644505303
5,vid5,A,Right,0.0,0.3018392718116142,0.5919683207725642,0.8184200599575135,1.0,0.45316064091301494,0.5388226832286451,0.4644486108625725,0.3999906195631941,0.30151788525513923,0.38920271750188307,0.33732750289441105,0.2804060396688546,0.1521905251991977,0.22782549349558645,0.20520331763664693,0.16617257258879137,0.0019896785881270054,0.060553117989239416,0.07781711905733006,0.07224042272725274,1.0,0.954110890173645,0.7007501903299994,0.4580387750009275,0.2884044083630415,0.27920340751737704,0.04972060095131706,0.34688668952000695,0.5505653141848089,0.22426407054750672,0.009374129008384666,0.38447452590311226,0.6159690753782898,0.2070658803392678,0.0,0.3519898482211398,0.5783538111818597,0.20799921870367594,0.04900890468533639,0.2875113397361159,0.4786950892799105
6,vid3,A,Right,0.15376800409577174,0.34953117547481627,0.6094524325776369,0.8255958070639096,1.0,0.5260806131382382,0.4508144322789689,0.41468240804233913,0.4565239190518868,0.3560012716083187,0.26233923631319167,0.2671437503066102,0.34446149094994805,0.19439625727030818,0.11382255963689575,0.13564996279616381,0.21776465348133034,0.06228136127788424,0.0,0.019836787213723343,0.07134448807283697,1.0,0.8763856278478611,0.5770814653871894,0.36085663832089554,0.25449952434149287,0.18117054729361848,0.0,0.2933372764981961,0.3750221161974329,0.1860228623787028,0.040474991815938534,0.3826399175354308,0.3972002817197555,0.23234315449200268,0.11549527033899537,0.3916992248433062,0.3956784309166918,0.2788038363803114,0.17557098252328932,0.3478777425153232,0.3818958730961907
7,vid3,A,Right,0.1541688826241082,0.35410578856667446,0.6040364218111968,0.8233027385455244,1.0,0.5222786585106477,0.44499297263484194,0.41188651447654495,0.45583200051995376,0.35337919204626206,0.2600595830739503,0.2660143276628575,0.3431320218320122,0.19337777987947352,0.11385659511040488,0.1375978395143701,0.2186582644902024,0.06045930832761665,0.0,0.020005264315948783,0.06605874397912757,1.0,0.8669449017557229,0.5717380079309264,0.35874459279044363,0.25543490901678756,0.1920917406129489,0.0,0.28003329855747133,0.3701282252427086,0.19260936106436974,0.04736396287511096,0.3721557834570364,0.38551390111165756,0.23430022070760914,0.11809041188463323,0.38366416920437424,0.38920406129065954,0.2820557820614911,0.1776197240457113,0.3391460615807638,0.370030114176753
8,vid3,A,Right,0.15111212839762564,0.349120681154143,0.6073865091547075,0.8254348682067087,1.0,0.5289243545360621,0.4518135406739412,0.4155880259666497,0.4605189627626675,0.3581452635778712,0.26211241238607796,0.265468768239289,0.34660943050732884,0.19626291668336332,0.11290740582646737,0.13379623741434613,0.22006001651662901,0.0628210114867231,0.0,0.01968340514350128,0.07059181973876547,1.0,0.8759328646711946,0.5830289816463295,0.36607882337207664,0.25994687718425613,0.1789267979714106,0.0,0.28677874089157857,0.36362040542353535,0.18512829908661432,0.0411487462303085,0.376124082065856,0.3846434408807646,0.23221619574006463,0.11003201318322892,0.3819883665597996,0.3824550521811261,0.28002033111216856,0.1730810699898323,0.34204643351297603,0.37430127798913954
9,vid3,A,Right,0.14759635686976938,0.34840288340142683,0.6057507902419667,0.8228929002124934,1.0,0.5348673531348712,0.4611646303164427,0.4179904085326334,0.4616072615453432,0.3621862392923818,0.2674900252960103,0.2627753337030448,0.3462570628997578,0.1985356075012994,0.11640124384923169,0.13172679264559892,0.22092617729137537,0.06414867622912568,0.0,0.01703559129288133,0.06818718307919476,1.0,0.8794664637204465,0.5833222000315005,0.3632844762788109,0.25560937007137974,0.1834491410141876,0.0,0.2835013857225968,0.36484690891877786,0.18876218029461064,0.042374769561993854,0.37772283926087397,0.39149982008868794,0.23392290746924327,0.11041560580172365,0.3826702936331884,0.38748478863728814,0.2817842250859114,0.1705194293546114,0.33577127744714597,0.36694480713635397
